subject,related_queries,value,keyword,category,keyword1,hits_t
29,top,what is hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
27,top,does hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
24,top,who hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
23,top,hydroxychloroquine news,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
22,top,hydroxychloroquine for covid,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
21,top,malaria,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
20,top,hydroxychloroquine uses,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
20,top,hydroxychloroquine sulfate,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
20,top,plaquenil,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
19,top,plaquenil hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
18,top,hydroxychloroquine for coronavirus,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
17,top,hydroxychloroquine study,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine coronavirus,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,covid hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,trump,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine trump,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine covid 19,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine corona,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine for covid,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine for coronavirus,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine for covid 19,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine covid-19,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,azithromycin and hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine and coronavirus,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,fda hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine zinc,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,fda,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,remdesivir,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine in covid 19,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine new york,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine manufacturer,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine and covid 19,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine france,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine twitter,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,raoult,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,hydroxychloroquine deaths,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
Breakout,rising,who makes hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2842.5
100,top,azithromycin 500,Azithromycin,0,Azitromicina,2688
89,top,hydroxychloroquine,Azithromycin,0,Azitromicina,2688
88,top,hydroxychloroquine azithromycin,Azithromycin,0,Azitromicina,2688
78,top,azithromycin uses,Azithromycin,0,Azitromicina,2688
67,top,tablet azithromycin,Azithromycin,0,Azitromicina,2688
51,top,azithromycin tablets,Azithromycin,0,Azitromicina,2688
51,top,azithromycin 250,Azithromycin,0,Azitromicina,2688
45,top,side effects azithromycin,Azithromycin,0,Azitromicina,2688
45,top,azithromycin 500 mg,Azithromycin,0,Azitromicina,2688
45,top,azithromycin dose,Azithromycin,0,Azitromicina,2688
43,top,azithromycin coronavirus,Azithromycin,0,Azitromicina,2688
42,top,azithromycin 500mg,Azithromycin,0,Azitromicina,2688
40,top,azithromycin covid,Azithromycin,0,Azitromicina,2688
38,top,what is azithromycin,Azithromycin,0,Azitromicina,2688
38,top,azithromycin dosage,Azithromycin,0,Azitromicina,2688
37,top,azithromycin chlamydia,Azithromycin,0,Azitromicina,2688
36,top,chlamydia,Azithromycin,0,Azitromicina,2688
35,top,antibiotics,Azithromycin,0,Azitromicina,2688
34,top,azithromycin and hydroxychloroquine,Azithromycin,0,Azitromicina,2688
32,top,azithromycin 250 mg,Azithromycin,0,Azitromicina,2688
28,top,azithromycin use,Azithromycin,0,Azitromicina,2688
25,top,azithromycin used for,Azithromycin,0,Azitromicina,2688
25,top,azithromycin tablet uses,Azithromycin,0,Azitromicina,2688
24,top,azithromycin covid 19,Azithromycin,0,Azitromicina,2688
24,top,azithromycin in hindi,Azithromycin,0,Azitromicina,2688
Breakout,rising,azithromycin coronavirus,Azithromycin,0,Azitromicina,2688
Breakout,rising,azithromycin covid,Azithromycin,0,Azitromicina,2688
Breakout,rising,azithromycin and hydroxychloroquine,Azithromycin,0,Azitromicina,2688
Breakout,rising,azithromycin covid 19,Azithromycin,0,Azitromicina,2688
Breakout,rising,hydroxychloroquine azithromycin covid,Azithromycin,0,Azitromicina,2688
Breakout,rising,azithromycin for covid,Azithromycin,0,Azitromicina,2688
Breakout,rising,coronavirus hydroxychloroquine azithromycin,Azithromycin,0,Azitromicina,2688
Breakout,rising,azithromycin and coronavirus,Azithromycin,0,Azitromicina,2688
Breakout,rising,plaquenil azithromycin,Azithromycin,0,Azitromicina,2688
Breakout,rising,covid 19 hydroxychloroquine azithromycin,Azithromycin,0,Azitromicina,2688
Breakout,rising,azithromycin for coronavirus,Azithromycin,0,Azitromicina,2688
Breakout,rising,azithromycin for covid 19,Azithromycin,0,Azitromicina,2688
Breakout,rising,hydroxychloroquine & azithromycin,Azithromycin,0,Azitromicina,2688
Breakout,rising,azithromycin and hydroxychloroquine covid 19,Azithromycin,0,Azitromicina,2688
Breakout,rising,hydroxychloroquine sulfate,Azithromycin,0,Azitromicina,2688
Breakout,rising,azithromycin covid19,Azithromycin,0,Azitromicina,2688
Breakout,rising,hydroxychloroquine azithromycin interaction,Azithromycin,0,Azitromicina,2688
Breakout,rising,hydroxychloroquine uses,Azithromycin,0,Azitromicina,2688
Breakout,rising,hcq,Azithromycin,0,Azitromicina,2688
Breakout,rising,azithromycin and plaquenil,Azithromycin,0,Azitromicina,2688
Breakout,rising,hydroxychloroquine and azithromycin as a treatment of covid-19,Azithromycin,0,Azitromicina,2688
Breakout,rising,hydroxychloroquine side effects,Azithromycin,0,Azitromicina,2688
Breakout,rising,hydroxychloroquine azithromycin,Azithromycin,0,Azitromicina,2688
Breakout,rising,hydroxychloroquine,Azithromycin,0,Azitromicina,2688
Breakout,rising,hydroxychloroquine dose,Azithromycin,0,Azitromicina,2688
100,top,la azitromicina,Azitromicina,0,Azitromicina,2688
82,top,azitromicina 500,Azitromicina,0,Azitromicina,2688
78,top,azitromicina para que sirve,Azitromicina,0,Azitromicina,2688
57,top,bula azitromicina,Azitromicina,0,Azitromicina,2688
55,top,azitromicina serve para,Azitromicina,0,Azitromicina,2688
53,top,azitromicina coronavirus,Azitromicina,0,Azitromicina,2688
50,top,azitromicina serve para que,Azitromicina,0,Azitromicina,2688
49,top,para que serve,Azitromicina,0,Azitromicina,2688
42,top,azitromicina 500 mg,Azitromicina,0,Azitromicina,2688
41,top,azitromicina 500mg,Azitromicina,0,Azitromicina,2688
40,top,azitromicina covid,Azitromicina,0,Azitromicina,2688
39,top,hidroxicloroquina azitromicina,Azitromicina,0,Azitromicina,2688
39,top,hidroxicloroquina,Azitromicina,0,Azitromicina,2688
35,top,dosis azitromicina,Azitromicina,0,Azitromicina,2688
34,top,que es azitromicina,Azitromicina,0,Azitromicina,2688
30,top,amoxicilina,Azitromicina,0,Azitromicina,2688
29,top,precio azitromicina,Azitromicina,0,Azitromicina,2688
28,top,para que sirve la azitromicina,Azitromicina,0,Azitromicina,2688
28,top,pre̤o azitromicina,Azitromicina,0,Azitromicina,2688
25,top,azitromicina para que es,Azitromicina,0,Azitromicina,2688
24,top,azitromicina di-hidratada,Azitromicina,0,Azitromicina,2688
23,top,azitromicina de 500,Azitromicina,0,Azitromicina,2688
22,top,ivermectina,Azitromicina,0,Azitromicina,2688
21,top,cloroquina,Azitromicina,0,Azitromicina,2688
20,top,cloroquina azitromicina,Azitromicina,0,Azitromicina,2688
Breakout,rising,azitromicina coronavirus,Azitromicina,0,Azitromicina,2688
Breakout,rising,azitromicina covid,Azitromicina,0,Azitromicina,2688
Breakout,rising,hidroxicloroquina azitromicina,Azitromicina,0,Azitromicina,2688
Breakout,rising,hidroxicloroquina,Azitromicina,0,Azitromicina,2688
Breakout,rising,cloroquina,Azitromicina,0,Azitromicina,2688
Breakout,rising,cloroquina azitromicina,Azitromicina,0,Azitromicina,2688
Breakout,rising,azitromicina covid 19,Azitromicina,0,Azitromicina,2688
Breakout,rising,azitromicina para coronavirus,Azitromicina,0,Azitromicina,2688
Breakout,rising,azitromicina para covid 19,Azitromicina,0,Azitromicina,2688
Breakout,rising,hidroxicloroquina e azitromicina,Azitromicina,0,Azitromicina,2688
Breakout,rising,azitromicina y hidroxicloroquina,Azitromicina,0,Azitromicina,2688
Breakout,rising,cloroquina e azitromicina,Azitromicina,0,Azitromicina,2688
Breakout,rising,azitromicina para el coronavirus,Azitromicina,0,Azitromicina,2688
Breakout,rising,plaquenil,Azitromicina,0,Azitromicina,2688
Breakout,rising,azitromicina y coronavirus,Azitromicina,0,Azitromicina,2688
Breakout,rising,azitromicina covid-19,Azitromicina,0,Azitromicina,2688
Breakout,rising,sintomas coronavirus,Azitromicina,0,Azitromicina,2688
Breakout,rising,hidroxicloroquina precio,Azitromicina,0,Azitromicina,2688
Breakout,rising,hidroxicloroquina bula,Azitromicina,0,Azitromicina,2688
Breakout,rising,cloroquina y azitromicina,Azitromicina,0,Azitromicina,2688
Breakout,rising,ivermectina coronavirus,Azitromicina,0,Azitromicina,2688
Breakout,rising,sulfato de hidroxicloroquina,Azitromicina,0,Azitromicina,2688
Breakout,rising,cloroquina bula,Azitromicina,0,Azitromicina,2688
Breakout,rising,hidroxicloroquina pre̤o,Azitromicina,0,Azitromicina,2688
Breakout,rising,cloroquina e hidroxicloroquina,Azitromicina,0,Azitromicina,2688
100,top,gout,Colchicine,0,Colchicina,505.5
98,top,colchicine gout,Colchicine,0,Colchicina,505.5
44,top,allopurinol,Colchicine,0,Colchicina,505.5
41,top,colchicine for gout,Colchicine,0,Colchicina,505.5
36,top,colchicine dose,Colchicine,0,Colchicina,505.5
32,top,colchicine side effects,Colchicine,0,Colchicina,505.5
32,top,what is colchicine,Colchicine,0,Colchicina,505.5
26,top,colchicine covid,Colchicine,0,Colchicina,505.5
24,top,colchicine dosage,Colchicine,0,Colchicina,505.5
21,top,colchicine drug,Colchicine,0,Colchicina,505.5
19,top,colchicine treatment,Colchicine,0,Colchicina,505.5
18,top,colchicine coronavirus,Colchicine,0,Colchicina,505.5
17,top,colchicine tablets,Colchicine,0,Colchicina,505.5
17,top,colchicine covid 19,Colchicine,0,Colchicina,505.5
16,top,colchicine tablet,Colchicine,0,Colchicina,505.5
14,top,colchicine pericarditis,Colchicine,0,Colchicina,505.5
14,top,la colchicine,Colchicine,0,Colchicina,505.5
13,top,pericarditis,Colchicine,0,Colchicina,505.5
13,top,indomethacin,Colchicine,0,Colchicina,505.5
11,top,colchicine uses,Colchicine,0,Colchicina,505.5
10,top,prednisone,Colchicine,0,Colchicina,505.5
10,top,colchicine meaning,Colchicine,0,Colchicina,505.5
9,top,gout treatment,Colchicine,0,Colchicina,505.5
9,top,colchicine goutte,Colchicine,0,Colchicina,505.5
9,top,how to take colchicine,Colchicine,0,Colchicina,505.5
Breakout,rising,colchicine covid,Colchicine,0,Colchicina,505.5
Breakout,rising,colchicine coronavirus,Colchicine,0,Colchicina,505.5
Breakout,rising,colchicine covid 19,Colchicine,0,Colchicina,505.5
Breakout,rising,chloroquine,Colchicine,0,Colchicina,505.5
Breakout,rising,colchicine warnings,Colchicine,0,Colchicina,505.5
Breakout,rising,colchicine for covid,Colchicine,0,Colchicina,505.5
Breakout,rising,colchicine and covid 19,Colchicine,0,Colchicina,505.5
Breakout,rising,colchicine monographie,Colchicine,0,Colchicina,505.5
Breakout,rising,colchicine et covid 19,Colchicine,0,Colchicina,505.5
Breakout,rising,colchicine nom commercial,Colchicine,0,Colchicina,505.5
+200%,rising,colchicine houde,Colchicine,0,Colchicina,505.5
+170%,rising,atorvastatin,Colchicine,0,Colchicina,505.5
+170%,rising,colchicine 0.6 mg tablet,Colchicine,0,Colchicina,505.5
+170%,rising,colchicine dosage for gout,Colchicine,0,Colchicina,505.5
+150%,rising,colchicine fk,Colchicine,0,Colchicina,505.5
+130%,rising,colchicine spc,Colchicine,0,Colchicina,505.5
+120%,rising,colchicine dose for gout,Colchicine,0,Colchicina,505.5
+80%,rising,colchicine dosing for gout,Colchicine,0,Colchicina,505.5
+80%,rising,how does colchicine work,Colchicine,0,Colchicina,505.5
+70%,rising,naproxen,Colchicine,0,Colchicina,505.5
+70%,rising,colchicine overdose,Colchicine,0,Colchicina,505.5
+70%,rising,colchicum autumnale,Colchicine,0,Colchicina,505.5
+70%,rising,febuxostat,Colchicine,0,Colchicina,505.5
+70%,rising,colchicine vidal,Colchicine,0,Colchicina,505.5
+70%,rising,what is colchicine used for,Colchicine,0,Colchicina,505.5
100,top,colchicina para que sirve,Colchicina,0,Colchicina,505.5
86,top,gota,Colchicina,0,Colchicina,505.5
83,top,colchicina dosis,Colchicina,0,Colchicina,505.5
77,top,colchicina gota,Colchicina,0,Colchicina,505.5
74,top,alopurinol,Colchicina,0,Colchicina,505.5
47,top,colchicina que es,Colchicina,0,Colchicina,505.5
46,top,colchicina coronavirus,Colchicina,0,Colchicina,505.5
40,top,colchicina bula,Colchicina,0,Colchicina,505.5
33,top,colchicina precio,Colchicina,0,Colchicina,505.5
31,top,colchicina covid,Colchicina,0,Colchicina,505.5
31,top,colchicina plm,Colchicina,0,Colchicina,505.5
30,top,para que sirve la colchicina,Colchicina,0,Colchicina,505.5
25,top,colchicina pre̤o,Colchicina,0,Colchicina,505.5
24,top,colchicina para que es,Colchicina,0,Colchicina,505.5
21,top,colchicina lirca,Colchicina,0,Colchicina,505.5
