subject,related_queries,value,geo,keyword,category,keyword1,hits_t
+90%,rising,cloroquina precio,CO,Cloroquina,0,Cloroquina,1325
100,top,azitromicina,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
97,top,hidroxicloroquina precio,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
94,top,hidroxicloroquina para que sirve,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
81,top,hidroxicloroquina coronavirus,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
72,top,cloroquina,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
67,top,hidroxicloroquina precio colombia,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
61,top,hidroxicloroquina sulfato,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
53,top,hidroxicloroquina 200,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
36,top,hidroxicloroquina la rebaja,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
33,top,hidroxicloroquina 200 mg,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
30,top,hidroxicloroquina vademecum,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
28,top,para que sirve la hidroxicloroquina,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
28,top,hidroxicloroquina efectos secundarios,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
19,top,hidroxicloroquina presentacion,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
14,top,hidroxiclorina,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
11,top,hidroxicina,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
11,top,hidroxicloroquina 400 mg precio colombia,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
11,top,hidrociclorina,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
Breakout,rising,azitromicina,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
Breakout,rising,hidroxicloroquina coronavirus,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
Breakout,rising,hidroxicloroquina 200,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
Breakout,rising,hidroxicloroquina la rebaja,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
Breakout,rising,hidroxicloroquina 200 mg,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
Breakout,rising,hidroxicloroquina vademecum,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
Breakout,rising,para que sirve la hidroxicloroquina,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
Breakout,rising,hidroxiclorina,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
Breakout,rising,hidroxicina,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
Breakout,rising,hidroxicloroquina 400 mg precio colombia,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
Breakout,rising,hidrociclorina,CO,Hidroxicloroquina,0,Hidroxicloroquina,1212
100,top,la azitromicina,CO,Azitromicina,0,Azitromicina,1430
61,top,para que sirve azitromicina,CO,Azitromicina,0,Azitromicina,1430
45,top,azitromicina dosis,CO,Azitromicina,0,Azitromicina,1430
33,top,para que sirve la azitromicina,CO,Azitromicina,0,Azitromicina,1430
24,top,azitromicina 500,CO,Azitromicina,0,Azitromicina,1430
24,top,azitromicina precio,CO,Azitromicina,0,Azitromicina,1430
18,top,que es azitromicina,CO,Azitromicina,0,Azitromicina,1430
17,top,azitromicina para q sirve,CO,Azitromicina,0,Azitromicina,1430
16,top,azitromicina coronavirus,CO,Azitromicina,0,Azitromicina,1430
16,top,hidroxicloroquina,CO,Azitromicina,0,Azitromicina,1430
14,top,azitromicina 500 mg,CO,Azitromicina,0,Azitromicina,1430
12,top,azitromicina amigdalitis,CO,Azitromicina,0,Azitromicina,1430
9,top,para q sirve la azitromicina,CO,Azitromicina,0,Azitromicina,1430
8,top,cloroquina,CO,Azitromicina,0,Azitromicina,1430
8,top,dosis azitromicina niÃ±os,CO,Azitromicina,0,Azitromicina,1430
7,top,para que es la azitromicina,CO,Azitromicina,0,Azitromicina,1430
6,top,para quÃ© sirve la azitromicina,CO,Azitromicina,0,Azitromicina,1430
5,top,azitromicina comercial,CO,Azitromicina,0,Azitromicina,1430
5,top,azitromicina jarabe,CO,Azitromicina,0,Azitromicina,1430
5,top,azitromicina para niÃ±os,CO,Azitromicina,0,Azitromicina,1430
3,top,nimesulida,CO,Azitromicina,0,Azitromicina,1430
3,top,dosis de azitromicina niÃ±os,CO,Azitromicina,0,Azitromicina,1430
2,top,azitromicina y alcohol,CO,Azitromicina,0,Azitromicina,1430
2,top,como se toma la azitromicina,CO,Azitromicina,0,Azitromicina,1430
2,top,hidroxicloroquina precio colombia,CO,Azitromicina,0,Azitromicina,1430
Breakout,rising,azitromicina coronavirus,CO,Azitromicina,0,Azitromicina,1430
Breakout,rising,hidroxicloroquina,CO,Azitromicina,0,Azitromicina,1430
Breakout,rising,cloroquina,CO,Azitromicina,0,Azitromicina,1430
Breakout,rising,hidroxicloroquina precio colombia,CO,Azitromicina,0,Azitromicina,1430
+100%,rising,azitromicina amigdalitis,CO,Azitromicina,0,Azitromicina,1430
+90%,rising,para q sirve la azitromicina,CO,Azitromicina,0,Azitromicina,1430
+60%,rising,para quÃ© sirve la azitromicina,CO,Azitromicina,0,Azitromicina,1430
+50%,rising,azitromicina precio,CO,Azitromicina,0,Azitromicina,1430
+50%,rising,azitromicina y alcohol,CO,Azitromicina,0,Azitromicina,1430
+50%,rising,que es azitromicina,CO,Azitromicina,0,Azitromicina,1430
100,top,colchicina para que sirve,CO,Colchicina,0,Colchicina,256
87,top,alopurinol,CO,Colchicina,0,Colchicina,256
81,top,colchicina dosis,CO,Colchicina,0,Colchicina,256
13,top,alopurinol para que sirve,CO,Colchicina,0,Colchicina,256
+140%,rising,alopurinol,CO,Colchicina,0,Colchicina,256
100,top,ivermectin covid 19,CO,Ivermectin,0,Ivermectina,1113
99,top,ivermectina,CO,Ivermectin,0,Ivermectina,1113
Breakout,rising,ivermectin covid 19,CO,Ivermectin,0,Ivermectina,1113
Breakout,rising,ivermectina,CO,Ivermectin,0,Ivermectina,1113
100,top,ivermectina gotas,CO,Ivermectina,0,Ivermectina,1113
69,top,ivermectina coronavirus,CO,Ivermectina,0,Ivermectina,1113
69,top,ivermectina para que sirve,CO,Ivermectina,0,Ivermectina,1113
69,top,ivermectina dosis,CO,Ivermectina,0,Ivermectina,1113
41,top,ivermectina precio,CO,Ivermectina,0,Ivermectina,1113
32,top,ivermectina gotas dosis,CO,Ivermectina,0,Ivermectina,1113
28,top,ivermectina colombia,CO,Ivermectina,0,Ivermectina,1113
23,top,para que sirve la ivermectina,CO,Ivermectina,0,Ivermectina,1113
17,top,ivermectina gotas para que sirve,CO,Ivermectina,0,Ivermectina,1113
16,top,ivermectina para humanos,CO,Ivermectina,0,Ivermectina,1113
16,top,ivermectina covid 19,CO,Ivermectina,0,Ivermectina,1113
14,top,ivermectina precio colombia,CO,Ivermectina,0,Ivermectina,1113
13,top,escabiosis,CO,Ivermectina,0,Ivermectina,1113
12,top,ivermectina para perros,CO,Ivermectina,0,Ivermectina,1113
10,top,ivermectina gotas precio,CO,Ivermectina,0,Ivermectina,1113
7,top,que es la ivermectina,CO,Ivermectina,0,Ivermectina,1113
5,top,ivermectina y coronavirus,CO,Ivermectina,0,Ivermectina,1113
5,top,ivermectin,CO,Ivermectina,0,Ivermectina,1113
4,top,ivermectina vademecum,CO,Ivermectina,0,Ivermectina,1113
3,top,para q sirve la ivermectina,CO,Ivermectina,0,Ivermectina,1113
2,top,crotamiton,CO,Ivermectina,0,Ivermectina,1113
Breakout,rising,ivermectina coronavirus,CO,Ivermectina,0,Ivermectina,1113
Breakout,rising,ivermectina covid 19,CO,Ivermectina,0,Ivermectina,1113
Breakout,rising,que es la ivermectina,CO,Ivermectina,0,Ivermectina,1113
Breakout,rising,ivermectina y coronavirus,CO,Ivermectina,0,Ivermectina,1113
+200%,rising,ivermectina precio colombia,CO,Ivermectina,0,Ivermectina,1113
+160%,rising,ivermectina colombia,CO,Ivermectina,0,Ivermectina,1113
+140%,rising,ivermectina precio,CO,Ivermectina,0,Ivermectina,1113
+40%,rising,ivermectina para humanos,CO,Ivermectina,0,Ivermectina,1113
100,top,favipiravir colombia,CO,Favipiravir,0,Favipiravir,217
43,top,favipiravir precio,CO,Favipiravir,0,Favipiravir,217
38,top,favipiravir en colombia,CO,Favipiravir,0,Favipiravir,217
Breakout,rising,favipiravir colombia,CO,Favipiravir,0,Favipiravir,217
Breakout,rising,favipiravir precio,CO,Favipiravir,0,Favipiravir,217
Breakout,rising,favipiravir en colombia,CO,Favipiravir,0,Favipiravir,217
100,top,remdesivir colombia,CO,Remdesivir,0,Remdesivir,854
84,top,remdesivir precio,CO,Remdesivir,0,Remdesivir,854
60,top,remdesivir precio colombia,CO,Remdesivir,0,Remdesivir,854
56,top,remdesivir medicamento,CO,Remdesivir,0,Remdesivir,854
32,top,remdesivir para que sirve,CO,Remdesivir,0,Remdesivir,854
24,top,remdesivir en colombia,CO,Remdesivir,0,Remdesivir,854
16,top,remdesivir drogas la rebaja,CO,Remdesivir,0,Remdesivir,854
8,top,antiviral remdesivir,CO,Remdesivir,0,Remdesivir,854
8,top,remdesivir nombre comercial,CO,Remdesivir,0,Remdesivir,854
8,top,que es remdesivir medicamento,CO,Remdesivir,0,Remdesivir,854
Breakout,rising,remdesivir colombia,CO,Remdesivir,0,Remdesivir,854
Breakout,rising,remdesivir precio,CO,Remdesivir,0,Remdesivir,854
Breakout,rising,remdesivir precio colombia,CO,Remdesivir,0,Remdesivir,854
Breakout,rising,remdesivir medicamento,CO,Remdesivir,0,Remdesivir,854
Breakout,rising,remdesivir para que sirve,CO,Remdesivir,0,Remdesivir,854
Breakout,rising,remdesivir en colombia,CO,Remdesivir,0,Remdesivir,854
Breakout,rising,remdesivir drogas la rebaja,CO,Remdesivir,0,Remdesivir,854
Breakout,rising,antiviral remdesivir,CO,Remdesivir,0,Remdesivir,854
Breakout,rising,remdesivir nombre comercial,CO,Remdesivir,0,Remdesivir,854
Breakout,rising,que es remdesivir medicamento,CO,Remdesivir,0,Remdesivir,854
100,top,interferon alfa,CO,Interferon,0,Interferón,521
91,top,interferon para que sirve,CO,Interferon,0,Interferón,521
71,top,interferon 2b,CO,Interferon,0,Interferón,521
63,top,interferon alfa 2b,CO,Interferon,0,Interferón,521
37,top,interferon precio,CO,Interferon,0,Interferón,521
26,top,interferon coronavirus,CO,Interferon,0,Interferón,521
24,top,interferon que es,CO,Interferon,0,Interferón,521
22,top,interferon alfa b2,CO,Interferon,0,Interferón,521
14,top,que alimentos contienen interferon,CO,Interferon,0,Interferón,521
12,top,interferon medicamento,CO,Interferon,0,Interferón,521
12,top,interferon beta,CO,Interferon,0,Interferón,521
12,top,interferon composicion,CO,Interferon,0,Interferón,521
12,top,interferon que contiene,CO,Interferon,0,Interferón,521
8,top,para que sirve el interferon,CO,Interferon,0,Interferón,521
8,top,que es el interferon,CO,Interferon,0,Interferón,521
8,top,interferon alfa 2b colombia,CO,Interferon,0,Interferón,521
8,top,que plantas contienen interferon,CO,Interferon,0,Interferón,521
4,top,interferon gotas,CO,Interferon,0,Interferón,521
4,top,interferon gamma,CO,Interferon,0,Interferón,521
4,top,interferol,CO,Interferon,0,Interferón,521
3,top,que es interferon y para que sirve,CO,Interferon,0,Interferón,521
2,top,interferona,CO,Interferon,0,Interferón,521
Breakout,rising,interferon para que sirve,CO,Interferon,0,Interferón,521
Breakout,rising,interferon 2b,CO,Interferon,0,Interferón,521
Breakout,rising,interferon alfa 2b,CO,Interferon,0,Interferón,521
Breakout,rising,interferon precio,CO,Interferon,0,Interferón,521
Breakout,rising,interferon coronavirus,CO,Interferon,0,Interferón,521
Breakout,rising,interferon alfa b2,CO,Interferon,0,Interferón,521
Breakout,rising,que alimentos contienen interferon,CO,Interferon,0,Interferón,521
Breakout,rising,interferon composicion,CO,Interferon,0,Interferón,521
Breakout,rising,interferon que contiene,CO,Interferon,0,Interferón,521
Breakout,rising,para que sirve el interferon,CO,Interferon,0,Interferón,521
Breakout,rising,interferon alfa 2b colombia,CO,Interferon,0,Interferón,521
Breakout,rising,que plantas contienen interferon,CO,Interferon,0,Interferón,521
Breakout,rising,interferon gotas,CO,Interferon,0,Interferón,521
Breakout,rising,interferol,CO,Interferon,0,Interferón,521
Breakout,rising,que es interferon y para que sirve,CO,Interferon,0,Interferón,521
Breakout,rising,interferona,CO,Interferon,0,Interferón,521
+50%,rising,interferon alfa,CO,Interferon,0,Interferón,521
100,top,interferon para que sirve,CO,Interferón,0,Interferón,521
89,top,interferÃ³n alfa 2b,CO,Interferón,0,Interferón,521
44,top,para quÃ© sirve el interferÃ³n,CO,Interferón,0,Interferón,521
Breakout,rising,interferon para que sirve,CO,Interferón,0,Interferón,521
Breakout,rising,interferÃ³n alfa 2b,CO,Interferón,0,Interferón,521
Breakout,rising,para quÃ© sirve el interferÃ³n,CO,Interferón,0,Interferón,521
100,top,lopinavir y ritonavir,CO,Lopinavir,0,Lopinavir OR Ritonavir,1022
Breakout,rising,lopinavir y ritonavir,CO,Lopinavir,0,Lopinavir OR Ritonavir,1022
100,top,mms colombia,CO,MMS,0,Cloro OR MMS OR Dióxido de cloro,8237
67,top,mms que es,CO,MMS,0,Cloro OR MMS OR Dióxido de cloro,8237
48,top,mms coronavirus,CO,MMS,0,Cloro OR MMS OR Dióxido de cloro,8237
26,top,que es el mms,CO,MMS,0,Cloro OR MMS OR Dióxido de cloro,8237
22,top,dioxido de cloro,CO,MMS,0,Cloro OR MMS OR Dióxido de cloro,8237
Breakout,rising,mms coronavirus,CO,MMS,0,Cloro OR MMS OR Dióxido de cloro,8237
+100%,rising,mms colombia,CO,MMS,0,Cloro OR MMS OR Dióxido de cloro,8237
+80%,rising,mms que es,CO,MMS,0,Cloro OR MMS OR Dióxido de cloro,8237
100,top,que es diÃ³xido de cloro,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
86,top,dioxido de cloro,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
71,top,que es el diÃ³xido de cloro,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
51,top,diÃ³xido de cloro en farmacias,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
48,top,diÃ³xido de cloro para que sirve,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
43,top,quÃ© es diÃ³xido de cloro,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
33,top,quÃ© es el diÃ³xido de cloro,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
Breakout,rising,dioxido de cloro,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
Breakout,rising,diÃ³xido de cloro en farmacias,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
Breakout,rising,diÃ³xido de cloro para que sirve,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
100,top,dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
40,top,diÃ³xido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
18,top,hipoclorito,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
17,top,tabla periodica,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
10,top,que es dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
9,top,hipoclorito de sodio,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
7,top,andreas kalcker,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
6,top,configuracion electronica del cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
6,top,oxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
5,top,dioxido de cloro para que sirve,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
5,top,dioxido de cloro coronavirus,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
5,top,que es el dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
5,top,cds dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
5,top,tabla periÃ³dica,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
4,top,prueba de embarazo con cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
4,top,que es diÃ³xido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
4,top,cloruro de sodio,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
4,top,dioxido de cloro colombia,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
4,top,dioxido de cloro para tomar,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
3,top,dioxido de cloro bogota,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
3,top,diÃ³xido de cloro para que sirve,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
3,top,prueba de embarazo casera,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
3,top,que es el diÃ³xido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
2,top,para que sirve el dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
2,top,diÃ³xido de cloro en farmacias,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
Breakout,rising,dioxido de cloro para que sirve,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
Breakout,rising,dioxido de cloro coronavirus,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
Breakout,rising,dioxido de cloro colombia,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
Breakout,rising,dioxido de cloro para tomar,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
Breakout,rising,diÃ³xido de cloro para que sirve,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
Breakout,rising,para que sirve el dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
Breakout,rising,diÃ³xido de cloro en farmacias,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
Breakout,rising,cds dioxido de cloro colombia,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
Breakout,rising,como preparar desinfectante con cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
"+1,800%",rising,dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
"+1,150%",rising,diÃ³xido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
+550%,rising,que es dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
+300%,rising,andreas kalcker,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
+190%,rising,que es el dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
+190%,rising,cds dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
+180%,rising,que es diÃ³xido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
+120%,rising,hipoclorito,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
+90%,rising,hipoclorito de sodio,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
+90%,rising,configuracion electronica del cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
+90%,rising,dioxido de cloro bogota,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
+70%,rising,tabla periÃ³dica,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
+60%,rising,que es el diÃ³xido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,8237
100,top,coronavirus vaccine,CO,Vaccine,0,Vacuna,3452.5
63,top,covid vaccine,CO,Vaccine,0,Vacuna,3452.5
33,top,covid 19 vaccine,CO,Vaccine,0,Vacuna,3452.5
Breakout,rising,coronavirus vaccine,CO,Vaccine,0,Vacuna,3452.5
Breakout,rising,covid vaccine,CO,Vaccine,0,Vacuna,3452.5
Breakout,rising,covid 19 vaccine,CO,Vaccine,0,Vacuna,3452.5
100,top,vacuna coronavirus,CO,Vacuna,0,Vacuna,3452.5
68,top,la vacuna,CO,Vacuna,0,Vacuna,3452.5
29,top,vacuna covid,CO,Vacuna,0,Vacuna,3452.5
22,top,vacuna covid 19,CO,Vacuna,0,Vacuna,3452.5
21,top,covid 19,CO,Vacuna,0,Vacuna,3452.5
21,top,vacuna contra coronavirus,CO,Vacuna,0,Vacuna,3452.5
19,top,vacuna de coronavirus,CO,Vacuna,0,Vacuna,3452.5
18,top,vacuna contra el coronavirus,CO,Vacuna,0,Vacuna,3452.5
15,top,china,CO,Vacuna,0,Vacuna,3452.5
15,top,vacuna china,CO,Vacuna,0,Vacuna,3452.5
15,top,vacuna del coronavirus,CO,Vacuna,0,Vacuna,3452.5
14,top,vacuna para coronavirus,CO,Vacuna,0,Vacuna,3452.5
11,top,vacuna coronavirus china,CO,Vacuna,0,Vacuna,3452.5
10,top,vacuna para el coronavirus,CO,Vacuna,0,Vacuna,3452.5
10,top,china coronavirus,CO,Vacuna,0,Vacuna,3452.5
9,top,coronavirus hoy,CO,Vacuna,0,Vacuna,3452.5
8,top,coronavirus vacuna hoy,CO,Vacuna,0,Vacuna,3452.5
8,top,la vacuna del coronavirus,CO,Vacuna,0,Vacuna,3452.5
8,top,vacuna influenza,CO,Vacuna,0,Vacuna,3452.5
6,top,la vacuna contra el coronavirus,CO,Vacuna,0,Vacuna,3452.5
6,top,vacuna fiebre amarilla,CO,Vacuna,0,Vacuna,3452.5
6,top,vacuna contra el covid,CO,Vacuna,0,Vacuna,3452.5
5,top,vacuna contra covid 19,CO,Vacuna,0,Vacuna,3452.5
5,top,noticias vacuna coronavirus,CO,Vacuna,0,Vacuna,3452.5
5,top,la vacuna para el coronavirus,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,vacuna covid,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,vacuna covid 19,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,covid 19,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,vacuna contra coronavirus,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,vacuna de coronavirus,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,vacuna contra el coronavirus,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,vacuna del coronavirus,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,vacuna para coronavirus,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,vacuna coronavirus china,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,vacuna para el coronavirus,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,china coronavirus,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,coronavirus hoy,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,coronavirus vacuna hoy,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,la vacuna del coronavirus,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,la vacuna contra el coronavirus,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,vacuna contra el covid,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,vacuna contra covid 19,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,noticias vacuna coronavirus,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,la vacuna para el coronavirus,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,vacuna contra el covid 19,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,vacuna para covid 19,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,vacuna corona virus,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,vacuna del covid 19,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,coronavirus cura,CO,Vacuna,0,Vacuna,3452.5
Breakout,rising,vacuna para el covid 19,CO,Vacuna,0,Vacuna,3452.5
100,top,las vacunas,CO,Vacunas,0,Vacuna,3452.5
49,top,vacuna,CO,Vacunas,0,Vacuna,3452.5
26,top,vacunas coronavirus,CO,Vacunas,0,Vacuna,3452.5
24,top,vacunas niÃ±os,CO,Vacunas,0,Vacuna,3452.5
21,top,carnet de vacunas,CO,Vacunas,0,Vacuna,3452.5
17,top,vacunas bebes,CO,Vacunas,0,Vacuna,3452.5
15,top,pai,CO,Vacunas,0,Vacuna,3452.5
15,top,que son las vacunas,CO,Vacunas,0,Vacuna,3452.5
14,top,pai vacunas,CO,Vacunas,0,Vacuna,3452.5
12,top,vacunas de los niÃ±os,CO,Vacunas,0,Vacuna,3452.5
11,top,vacunas para perros,CO,Vacunas,0,Vacuna,3452.5
