subject,related_queries,value,geo,keyword,category,keyword1,hits_t
+70%,rising,para q sirve la azitromicina,CO,Azitromicina,0,Azitromicina,1140
+70%,rising,para que sirve la azitromicina,CO,Azitromicina,0,Azitromicina,1140
100,top,ivermectin coronavirus,CO,Ivermectin,0,Ivermectina,824
100,top,ivermectin covid 19,CO,Ivermectin,0,Ivermectina,824
Breakout,rising,ivermectin coronavirus,CO,Ivermectin,0,Ivermectina,824
Breakout,rising,ivermectin covid 19,CO,Ivermectin,0,Ivermectina,824
100,top,ivermectina gotas,CO,Ivermectina,0,Ivermectina,824
75,top,ivermectina dosis,CO,Ivermectina,0,Ivermectina,824
53,top,ivermectina para que sirve,CO,Ivermectina,0,Ivermectina,824
49,top,ivermectina coronavirus,CO,Ivermectina,0,Ivermectina,824
31,top,ivermectina gotas dosis,CO,Ivermectina,0,Ivermectina,824
29,top,ivermectina colombia,CO,Ivermectina,0,Ivermectina,824
22,top,ivermectina precio,CO,Ivermectina,0,Ivermectina,824
12,top,que es ivermectina,CO,Ivermectina,0,Ivermectina,824
12,top,para que sirve la ivermectina,CO,Ivermectina,0,Ivermectina,824
12,top,ivermectina en perros,CO,Ivermectina,0,Ivermectina,824
7,top,ivermectina covid 19,CO,Ivermectina,0,Ivermectina,824
2,top,para quÃ© sirve la ivermectina,CO,Ivermectina,0,Ivermectina,824
2,top,ivermectina vademecum,CO,Ivermectina,0,Ivermectina,824
Breakout,rising,ivermectina coronavirus,CO,Ivermectina,0,Ivermectina,824
Breakout,rising,ivermectina en perros,CO,Ivermectina,0,Ivermectina,824
Breakout,rising,ivermectina covid 19,CO,Ivermectina,0,Ivermectina,824
Breakout,rising,para quÃ© sirve la ivermectina,CO,Ivermectina,0,Ivermectina,824
+450%,rising,ivermectina colombia,CO,Ivermectina,0,Ivermectina,824
+140%,rising,que es ivermectina,CO,Ivermectina,0,Ivermectina,824
100,top,favipiravir en colombia,CO,Favipiravir,0,Favipiravir,147
67,top,favipiravir precio,CO,Favipiravir,0,Favipiravir,147
Breakout,rising,favipiravir en colombia,CO,Favipiravir,0,Favipiravir,147
Breakout,rising,favipiravir precio,CO,Favipiravir,0,Favipiravir,147
100,top,remdesivir colombia,CO,Remdesivir,0,Remdesivir,675
65,top,remdesivir precio,CO,Remdesivir,0,Remdesivir,675
50,top,remdesivir medicamento,CO,Remdesivir,0,Remdesivir,675
40,top,remdesivir precio colombia,CO,Remdesivir,0,Remdesivir,675
25,top,remdesivir drogas la rebaja,CO,Remdesivir,0,Remdesivir,675
25,top,que es remdesivir,CO,Remdesivir,0,Remdesivir,675
20,top,remdesivir para que sirve,CO,Remdesivir,0,Remdesivir,675
5,top,remdesivir nombre comercial,CO,Remdesivir,0,Remdesivir,675
Breakout,rising,remdesivir colombia,CO,Remdesivir,0,Remdesivir,675
Breakout,rising,remdesivir precio,CO,Remdesivir,0,Remdesivir,675
Breakout,rising,remdesivir medicamento,CO,Remdesivir,0,Remdesivir,675
Breakout,rising,remdesivir precio colombia,CO,Remdesivir,0,Remdesivir,675
Breakout,rising,remdesivir drogas la rebaja,CO,Remdesivir,0,Remdesivir,675
Breakout,rising,que es remdesivir,CO,Remdesivir,0,Remdesivir,675
Breakout,rising,remdesivir para que sirve,CO,Remdesivir,0,Remdesivir,675
Breakout,rising,remdesivir nombre comercial,CO,Remdesivir,0,Remdesivir,675
100,top,tocilizumab colombia,CO,Tocilizumab,0,Tocilizumab,68
Breakout,rising,tocilizumab colombia,CO,Tocilizumab,0,Tocilizumab,68
100,top,interferon para que sirve,CO,Interferon,0,Interferón,430
79,top,interferon alfa,CO,Interferon,0,Interferón,430
70,top,interferon 2b,CO,Interferon,0,Interferón,430
49,top,interferon alfa 2b,CO,Interferon,0,Interferón,430
42,top,que es interferon,CO,Interferon,0,Interferón,430
30,top,interferon que contiene,CO,Interferon,0,Interferón,430
19,top,interferon alfa b2,CO,Interferon,0,Interferón,430
19,top,que es el interferon,CO,Interferon,0,Interferón,430
19,top,interferon precio,CO,Interferon,0,Interferón,430
13,top,interferon composicion,CO,Interferon,0,Interferón,430
13,top,para que sirve el interferon,CO,Interferon,0,Interferón,430
6,top,que es interferon alfa 2b,CO,Interferon,0,Interferón,430
4,top,que es interferon y para que sirve,CO,Interferon,0,Interferón,430
2,top,medicamento interferon para que sirve,CO,Interferon,0,Interferón,430
Breakout,rising,interferon para que sirve,CO,Interferon,0,Interferón,430
Breakout,rising,interferon 2b,CO,Interferon,0,Interferón,430
Breakout,rising,interferon alfa 2b,CO,Interferon,0,Interferón,430
Breakout,rising,que es interferon,CO,Interferon,0,Interferón,430
Breakout,rising,interferon que contiene,CO,Interferon,0,Interferón,430
Breakout,rising,interferon alfa b2,CO,Interferon,0,Interferón,430
Breakout,rising,que es el interferon,CO,Interferon,0,Interferón,430
Breakout,rising,interferon composicion,CO,Interferon,0,Interferón,430
Breakout,rising,para que sirve el interferon,CO,Interferon,0,Interferón,430
Breakout,rising,que es interferon alfa 2b,CO,Interferon,0,Interferón,430
Breakout,rising,que es interferon y para que sirve,CO,Interferon,0,Interferón,430
Breakout,rising,medicamento interferon para que sirve,CO,Interferon,0,Interferón,430
100,top,que es el interferÃ³n y para que sirve,CO,Interferón,0,Interferón,430
50,top,interferon para que sirve,CO,Interferón,0,Interferón,430
Breakout,rising,que es el interferÃ³n y para que sirve,CO,Interferón,0,Interferón,430
Breakout,rising,interferon para que sirve,CO,Interferón,0,Interferón,430
100,top,lopinavir y ritonavir,CO,Ritonavir,0,Lopinavir OR Ritonavir,582
Breakout,rising,lopinavir y ritonavir,CO,Ritonavir,0,Lopinavir OR Ritonavir,582
100,top,mms colombia,CO,MMS,0,Cloro OR MMS OR Dióxido de cloro,5985
80,top,mms que es,CO,MMS,0,Cloro OR MMS OR Dióxido de cloro,5985
70,top,dioxido de cloro,CO,MMS,0,Cloro OR MMS OR Dióxido de cloro,5985
30,top,que es el mms,CO,MMS,0,Cloro OR MMS OR Dióxido de cloro,5985
10,top,mms coronavirus,CO,MMS,0,Cloro OR MMS OR Dióxido de cloro,5985
Breakout,rising,mms coronavirus,CO,MMS,0,Cloro OR MMS OR Dióxido de cloro,5985
+170%,rising,dioxido de cloro,CO,MMS,0,Cloro OR MMS OR Dióxido de cloro,5985
+90%,rising,mms colombia,CO,MMS,0,Cloro OR MMS OR Dióxido de cloro,5985
100,top,dioxido de cloro,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
92,top,que es diÃ³xido de cloro,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
54,top,que es el diÃ³xido de cloro,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
23,top,quÃ© es diÃ³xido de cloro,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
Breakout,rising,dioxido de cloro,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
Breakout,rising,que es diÃ³xido de cloro,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
Breakout,rising,que es el diÃ³xido de cloro,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
Breakout,rising,quÃ© es diÃ³xido de cloro,CO,Dióxido de cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
100,top,dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
41,top,diÃ³xido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
21,top,hipoclorito,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
13,top,hipoclorito de sodio,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
11,top,tabla periodica,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
10,top,que es dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
7,top,desinfectante con cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
6,top,que es el dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
5,top,cds dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
5,top,que es diÃ³xido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
5,top,dioxido de cloro colombia,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
4,top,dioxido de cloro coronavirus,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
3,top,dioxido de cloro para que sirve,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
3,top,simbolo del cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
3,top,prueba de embarazo con cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
2,top,para que sirve el dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
2,top,dioxido de cloro para tomar,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
2,top,el cloro mata el coronavirus,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
2,top,que es el diÃ³xido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
1,top,quÃ© es el diÃ³xido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
Breakout,rising,cds dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
Breakout,rising,que es diÃ³xido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
Breakout,rising,dioxido de cloro colombia,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
Breakout,rising,dioxido de cloro coronavirus,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
Breakout,rising,dioxido de cloro para que sirve,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
Breakout,rising,para que sirve el dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
Breakout,rising,dioxido de cloro para tomar,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
Breakout,rising,el cloro mata el coronavirus,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
Breakout,rising,que es el diÃ³xido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
Breakout,rising,quÃ© es el diÃ³xido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
"+1,000%",rising,dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
+600%,rising,diÃ³xido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
+400%,rising,que es dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
+250%,rising,desinfectante con cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
+200%,rising,hipoclorito,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
+190%,rising,que es el dioxido de cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
+100%,rising,hipoclorito de sodio,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
+60%,rising,simbolo del cloro,CO,Cloro,0,Cloro OR MMS OR Dióxido de cloro,5985
100,top,vaccine coronavirus,CO,Vaccine,0,Vacuna,2597
42,top,covid vaccine,CO,Vaccine,0,Vacuna,2597
23,top,covid 19 vaccine,CO,Vaccine,0,Vacuna,2597
Breakout,rising,vaccine coronavirus,CO,Vaccine,0,Vacuna,2597
Breakout,rising,covid vaccine,CO,Vaccine,0,Vacuna,2597
Breakout,rising,covid 19 vaccine,CO,Vaccine,0,Vacuna,2597
100,top,vacuna coronavirus,CO,Vacuna,0,Vacuna,2597
30,top,vacuna covid,CO,Vacuna,0,Vacuna,2597
24,top,vacuna contra coronavirus,CO,Vacuna,0,Vacuna,2597
23,top,covid 19,CO,Vacuna,0,Vacuna,2597
22,top,vacuna covid 19,CO,Vacuna,0,Vacuna,2597
20,top,china vacuna,CO,Vacuna,0,Vacuna,2597
19,top,vacuna contra el coronavirus,CO,Vacuna,0,Vacuna,2597
17,top,china,CO,Vacuna,0,Vacuna,2597
17,top,vacuna de coronavirus,CO,Vacuna,0,Vacuna,2597
16,top,vacuna del coronavirus,CO,Vacuna,0,Vacuna,2597
16,top,vacuna para coronavirus,CO,Vacuna,0,Vacuna,2597
14,top,china vacuna coronavirus,CO,Vacuna,0,Vacuna,2597
13,top,china coronavirus,CO,Vacuna,0,Vacuna,2597
11,top,vacuna para el coronavirus,CO,Vacuna,0,Vacuna,2597
10,top,que es vacuna,CO,Vacuna,0,Vacuna,2597
10,top,la vacuna del coronavirus,CO,Vacuna,0,Vacuna,2597
8,top,vacuna fiebre amarilla,CO,Vacuna,0,Vacuna,2597
7,top,vacuna coronavirus hoy,CO,Vacuna,0,Vacuna,2597
7,top,la vacuna contra el coronavirus,CO,Vacuna,0,Vacuna,2597
6,top,vacuna contra covid 19,CO,Vacuna,0,Vacuna,2597
5,top,vacuna corona virus,CO,Vacuna,0,Vacuna,2597
5,top,vacuna influenza,CO,Vacuna,0,Vacuna,2597
5,top,vacuna coronavirus israel,CO,Vacuna,0,Vacuna,2597
5,top,la vacuna para el coronavirus,CO,Vacuna,0,Vacuna,2597
4,top,cura coronavirus,CO,Vacuna,0,Vacuna,2597
Breakout,rising,vacuna coronavirus,CO,Vacuna,0,Vacuna,2597
Breakout,rising,vacuna covid,CO,Vacuna,0,Vacuna,2597
Breakout,rising,vacuna contra coronavirus,CO,Vacuna,0,Vacuna,2597
Breakout,rising,covid 19,CO,Vacuna,0,Vacuna,2597
Breakout,rising,vacuna covid 19,CO,Vacuna,0,Vacuna,2597
Breakout,rising,china vacuna,CO,Vacuna,0,Vacuna,2597
Breakout,rising,vacuna contra el coronavirus,CO,Vacuna,0,Vacuna,2597
Breakout,rising,china,CO,Vacuna,0,Vacuna,2597
Breakout,rising,vacuna de coronavirus,CO,Vacuna,0,Vacuna,2597
Breakout,rising,vacuna del coronavirus,CO,Vacuna,0,Vacuna,2597
Breakout,rising,vacuna para coronavirus,CO,Vacuna,0,Vacuna,2597
Breakout,rising,china vacuna coronavirus,CO,Vacuna,0,Vacuna,2597
Breakout,rising,china coronavirus,CO,Vacuna,0,Vacuna,2597
Breakout,rising,vacuna para el coronavirus,CO,Vacuna,0,Vacuna,2597
Breakout,rising,la vacuna del coronavirus,CO,Vacuna,0,Vacuna,2597
Breakout,rising,vacuna coronavirus hoy,CO,Vacuna,0,Vacuna,2597
Breakout,rising,la vacuna contra el coronavirus,CO,Vacuna,0,Vacuna,2597
Breakout,rising,vacuna contra covid 19,CO,Vacuna,0,Vacuna,2597
Breakout,rising,vacuna corona virus,CO,Vacuna,0,Vacuna,2597
Breakout,rising,vacuna coronavirus israel,CO,Vacuna,0,Vacuna,2597
Breakout,rising,la vacuna para el coronavirus,CO,Vacuna,0,Vacuna,2597
Breakout,rising,cura coronavirus,CO,Vacuna,0,Vacuna,2597
Breakout,rising,vacuna contra el covid 19,CO,Vacuna,0,Vacuna,2597
Breakout,rising,noticias vacuna coronavirus,CO,Vacuna,0,Vacuna,2597
Breakout,rising,vacuna contra el coronavirus china,CO,Vacuna,0,Vacuna,2597
100,top,las vacunas,CO,Vacunas,0,Vacuna,2597
27,top,vacunas coronavirus,CO,Vacunas,0,Vacuna,2597
18,top,carnet de vacunas,CO,Vacunas,0,Vacuna,2597
14,top,pai,CO,Vacunas,0,Vacuna,2597
14,top,vacunas para perros,CO,Vacunas,0,Vacuna,2597
13,top,que son las vacunas,CO,Vacunas,0,Vacuna,2597
12,top,pai vacunas,CO,Vacunas,0,Vacuna,2597
7,top,vacunas para el coronavirus,CO,Vacunas,0,Vacuna,2597
4,top,vacunas para bebes,CO,Vacunas,0,Vacuna,2597
4,top,vacunas en el embarazo,CO,Vacunas,0,Vacuna,2597
4,top,vacunas acelulares,CO,Vacunas,0,Vacuna,2597
3,top,vacunas sura,CO,Vacunas,0,Vacuna,2597
3,top,vacunas comfama,CO,Vacunas,0,Vacuna,2597
Breakout,rising,vacunas coronavirus,CO,Vacunas,0,Vacuna,2597
Breakout,rising,vacunas para el coronavirus,CO,Vacunas,0,Vacuna,2597
+70%,rising,que son las vacunas,CO,Vacunas,0,Vacuna,2597
+60%,rising,vacunas en el embarazo,CO,Vacunas,0,Vacuna,2597
