subject,related_queries,value,keyword,category,keyword1,hits_t
+50%,rising,colchicina 0 5 mg,Colchicina,0,Colchicina,382
+40%,rising,colchicina gota,Colchicina,0,Colchicina,382
100,top,ivermectin coronavirus,Ivermectin,0,Ivermectina,1541
83,top,covid ivermectin,Ivermectin,0,Ivermectina,1541
44,top,ivermectin tablet,Ivermectin,0,Ivermectina,1541
42,top,covid 19 ivermectin,Ivermectin,0,Ivermectina,1541
34,top,corona ivermectin,Ivermectin,0,Ivermectina,1541
29,top,ivermectin for humans,Ivermectin,0,Ivermectina,1541
28,top,ivermectina,Ivermectin,0,Ivermectina,1541
27,top,ivermectin for dogs,Ivermectin,0,Ivermectina,1541
25,top,ivermectin dosage,Ivermectin,0,Ivermectina,1541
21,top,ivermectin for covid,Ivermectin,0,Ivermectina,1541
19,top,scabies,Ivermectin,0,Ivermectina,1541
19,top,ivermectin dose,Ivermectin,0,Ivermectina,1541
18,top,ivermectin tablets,Ivermectin,0,Ivermectina,1541
17,top,ivermectin scabies,Ivermectin,0,Ivermectina,1541
15,top,ivermectin drug,Ivermectin,0,Ivermectina,1541
15,top,ivermectin india,Ivermectin,0,Ivermectina,1541
14,top,ivermectin australia,Ivermectin,0,Ivermectina,1541
14,top,ivermectin for coronavirus,Ivermectin,0,Ivermectina,1541
14,top,ivermectin cream,Ivermectin,0,Ivermectina,1541
13,top,rosacea,Ivermectin,0,Ivermectina,1541
13,top,albendazole,Ivermectin,0,Ivermectina,1541
12,top,ivermectin for covid 19,Ivermectin,0,Ivermectina,1541
12,top,ivermectin oral,Ivermectin,0,Ivermectina,1541
12,top,ivermectin uses,Ivermectin,0,Ivermectina,1541
11,top,ivermectin rosacea,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectin coronavirus,Ivermectin,0,Ivermectina,1541
Breakout,rising,covid ivermectin,Ivermectin,0,Ivermectina,1541
Breakout,rising,covid 19 ivermectin,Ivermectin,0,Ivermectina,1541
Breakout,rising,corona ivermectin,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectina,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectin for covid,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectin for coronavirus,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectin for covid 19,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectin in coronavirus,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectin ilaÃ§,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectin covid-19,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectin and covid,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectin for corona,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectin covid19,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectina coronavirus,Ivermectin,0,Ivermectina,1541
Breakout,rising,remdesivir,Ivermectin,0,Ivermectina,1541
Breakout,rising,coronavirus treatment ivermectin,Ivermectin,0,Ivermectina,1541
Breakout,rising,coronavirus treatment,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectin in covid 19,Ivermectin,0,Ivermectina,1541
Breakout,rising,hydroxychloroquine,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectin and covid 19,Ivermectin,0,Ivermectina,1541
Breakout,rising,who makes ivermectin,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectin corona virus,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectin australia covid,Ivermectin,0,Ivermectina,1541
Breakout,rising,ivermectin and coronavirus,Ivermectin,0,Ivermectina,1541
100,top,coronavirus ivermectina,Ivermectina,0,Ivermectina,1541
74,top,bula ivermectina,Ivermectina,0,Ivermectina,1541
40,top,ivermectina covid,Ivermectina,0,Ivermectina,1541
33,top,la ivermectina,Ivermectina,0,Ivermectina,1541
24,top,ivermectina dosis,Ivermectina,0,Ivermectina,1541
24,top,ivermectina serve para que,Ivermectina,0,Ivermectina,1541
23,top,para que serve ivermectina,Ivermectina,0,Ivermectina,1541
23,top,ivermectina precio,Ivermectina,0,Ivermectina,1541
23,top,para que serve,Ivermectina,0,Ivermectina,1541
22,top,ivermectina covid 19,Ivermectina,0,Ivermectina,1541
22,top,ivermectina preÃ§o,Ivermectina,0,Ivermectina,1541
17,top,para que sirve ivermectina,Ivermectina,0,Ivermectina,1541
16,top,remedio ivermectina,Ivermectina,0,Ivermectina,1541
16,top,ivermectina para coronavirus,Ivermectina,0,Ivermectina,1541
15,top,ivermectina posologia,Ivermectina,0,Ivermectina,1541
14,top,remÃ©dio ivermectina,Ivermectina,0,Ivermectina,1541
14,top,ivermectin,Ivermectina,0,Ivermectina,1541
13,top,ivermectina comprar,Ivermectina,0,Ivermectina,1541
13,top,ivermectina como tomar,Ivermectina,0,Ivermectina,1541
11,top,sarna,Ivermectina,0,Ivermectina,1541
11,top,ivermectina sarna,Ivermectina,0,Ivermectina,1541
11,top,ivermectina perros,Ivermectina,0,Ivermectina,1541
11,top,ivermectina piolho,Ivermectina,0,Ivermectina,1541
11,top,ivermectina que es,Ivermectina,0,Ivermectina,1541
10,top,ivermectina para humanos,Ivermectina,0,Ivermectina,1541
Breakout,rising,coronavirus ivermectina,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina covid,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina covid 19,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina para coronavirus,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina corona,Ivermectina,0,Ivermectina,1541
Breakout,rising,azitromicina,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina para covid,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina coronavÃ­rus,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina en coronavirus,Ivermectina,0,Ivermectina,1541
Breakout,rising,coronavÃ­rus,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina para covid 19,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectin coronavirus,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina bula covid 19,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina farmaco,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina contra coronavirus,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina e coronavirus,Ivermectina,0,Ivermectina,1541
Breakout,rising,hidroxicloroquina,Ivermectina,0,Ivermectina,1541
Breakout,rising,cloroquina,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina corona virus,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina australia,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina coronavirus dosis,Ivermectina,0,Ivermectina,1541
Breakout,rising,remedio ivermectina coronavirus,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina onde comprar,Ivermectina,0,Ivermectina,1541
Breakout,rising,coronavirus cura,Ivermectina,0,Ivermectina,1541
Breakout,rising,ivermectina y coronavirus,Ivermectina,0,Ivermectina,1541
100,top,avigan favipiravir,Favipiravir,0,Favipiravir,189
92,top,avigan,Favipiravir,0,Favipiravir,189
78,top,favipiravir coronavirus,Favipiravir,0,Favipiravir,189
38,top,favipiravir covid,Favipiravir,0,Favipiravir,189
32,top,favipiravir corona,Favipiravir,0,Favipiravir,189
22,top,favipiravir price,Favipiravir,0,Favipiravir,189
21,top,remdesivir,Favipiravir,0,Favipiravir,189
20,top,favipiravir fiyat,Favipiravir,0,Favipiravir,189
20,top,favipiravir tablet,Favipiravir,0,Favipiravir,189
18,top,favipiravir india,Favipiravir,0,Favipiravir,189
17,top,favipiravir iÃ§eren ilaÃ§lar,Favipiravir,0,Favipiravir,189
16,top,favipiravir drug,Favipiravir,0,Favipiravir,189
14,top,buy favipiravir,Favipiravir,0,Favipiravir,189
11,top,favipiravir synthesis,Favipiravir,0,Favipiravir,189
11,top,favipiravir medicine,Favipiravir,0,Favipiravir,189
10,top,favipiravir etken maddesi,Favipiravir,0,Favipiravir,189
10,top,favipiravir ilaÃ§,Favipiravir,0,Favipiravir,189
10,top,favipiravir dosage,Favipiravir,0,Favipiravir,189
9,top,favipiravir pret,Favipiravir,0,Favipiravir,189
9,top,avigan tablet,Favipiravir,0,Favipiravir,189
8,top,favipiravir bula,Favipiravir,0,Favipiravir,189
8,top,favipiravir for coronavirus,Favipiravir,0,Favipiravir,189
8,top,favipiravir nedir,Favipiravir,0,Favipiravir,189
7,top,favipiravir 200 mg,Favipiravir,0,Favipiravir,189
7,top,favipiravir prospect,Favipiravir,0,Favipiravir,189
Breakout,rising,avigan favipiravir,Favipiravir,0,Favipiravir,189
Breakout,rising,avigan,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir coronavirus,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir covid,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir corona,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir price,Favipiravir,0,Favipiravir,189
Breakout,rising,remdesivir,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir fiyat,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir tablet,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir india,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir iÃ§eren ilaÃ§lar,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir drug,Favipiravir,0,Favipiravir,189
Breakout,rising,buy favipiravir,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir synthesis,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir medicine,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir etken maddesi,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir ilaÃ§,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir dosage,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir pret,Favipiravir,0,Favipiravir,189
Breakout,rising,avigan tablet,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir bula,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir for coronavirus,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir nedir,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir 200 mg,Favipiravir,0,Favipiravir,189
Breakout,rising,favipiravir prospect,Favipiravir,0,Favipiravir,189
100,top,coronavirus remdesivir,Remdesivir,0,Remdesivir,1009.5
57,top,remdesivir gilead,Remdesivir,0,Remdesivir,1009.5
55,top,gilead,Remdesivir,0,Remdesivir,1009.5
40,top,covid remdesivir,Remdesivir,0,Remdesivir,1009.5
30,top,remdesivir corona,Remdesivir,0,Remdesivir,1009.5
26,top,drug remdesivir,Remdesivir,0,Remdesivir,1009.5
22,top,remdesivir stock,Remdesivir,0,Remdesivir,1009.5
21,top,remdesivir covid 19,Remdesivir,0,Remdesivir,1009.5
20,top,remdesivir news,Remdesivir,0,Remdesivir,1009.5
16,top,remdesivir india,Remdesivir,0,Remdesivir,1009.5
14,top,gilead sciences,Remdesivir,0,Remdesivir,1009.5
14,top,remdesivir price,Remdesivir,0,Remdesivir,1009.5
13,top,gilead stock,Remdesivir,0,Remdesivir,1009.5
13,top,remdesivir precio,Remdesivir,0,Remdesivir,1009.5
13,top,remdesivir results,Remdesivir,0,Remdesivir,1009.5
12,top,remdesivir side effects,Remdesivir,0,Remdesivir,1009.5
12,top,gilead sciences remdesivir,Remdesivir,0,Remdesivir,1009.5
11,top,what is remdesivir,Remdesivir,0,Remdesivir,1009.5
11,top,remdesivir medicine,Remdesivir,0,Remdesivir,1009.5
11,top,remdesivir for coronavirus,Remdesivir,0,Remdesivir,1009.5
11,top,remdesivir trial,Remdesivir,0,Remdesivir,1009.5
11,top,remdesivir medicamento,Remdesivir,0,Remdesivir,1009.5
10,top,remdesivir china,Remdesivir,0,Remdesivir,1009.5
9,top,remdesivir cost,Remdesivir,0,Remdesivir,1009.5
9,top,remdesivir antiviral,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,coronavirus remdesivir,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir gilead,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,gilead,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,covid remdesivir,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir corona,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,drug remdesivir,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir stock,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir covid 19,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir news,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir india,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,gilead sciences,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir price,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,gilead stock,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir precio,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir results,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir side effects,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,gilead sciences remdesivir,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,what is remdesivir,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir medicine,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir for coronavirus,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir trial,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir medicamento,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir china,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir cost,Remdesivir,0,Remdesivir,1009.5
Breakout,rising,remdesivir antiviral,Remdesivir,0,Remdesivir,1009.5
100,top,tocilizumab,Sarilumab,0,Sarilumab,50.5
77,top,kevzara sarilumab,Sarilumab,0,Sarilumab,50.5
22,top,sarilumab ficha tÃ©cnica,Sarilumab,0,Sarilumab,50.5
11,top,sarilumab ficha tecnica,Sarilumab,0,Sarilumab,50.5
Breakout,rising,sarilumab ficha tÃ©cnica,Sarilumab,0,Sarilumab,50.5
Breakout,rising,sarilumab ficha tecnica,Sarilumab,0,Sarilumab,50.5
+70%,rising,tocilizumab,Sarilumab,0,Sarilumab,50.5
100,top,tocilizumab coronavirus,Tocilizumab,0,Tocilizumab,201.5
52,top,tocilizumab covid,Tocilizumab,0,Tocilizumab,201.5
26,top,farmaco tocilizumab,Tocilizumab,0,Tocilizumab,201.5
23,top,tocilizumab covid 19,Tocilizumab,0,Tocilizumab,201.5
22,top,actemra tocilizumab,Tocilizumab,0,Tocilizumab,201.5
21,top,tocilizumab indicazioni,Tocilizumab,0,Tocilizumab,201.5
21,top,actemra,Tocilizumab,0,Tocilizumab,201.5
17,top,tocilizumab prezzo,Tocilizumab,0,Tocilizumab,201.5
15,top,tocilizumab corona,Tocilizumab,0,Tocilizumab,201.5
15,top,tocilizumab medicament,Tocilizumab,0,Tocilizumab,201.5
15,top,tocilizumab roche,Tocilizumab,0,Tocilizumab,201.5
14,top,roche,Tocilizumab,0,Tocilizumab,201.5
13,top,artrite reumatoide,Tocilizumab,0,Tocilizumab,201.5
13,top,tocilizumab precio,Tocilizumab,0,Tocilizumab,201.5
11,top,farmaco coronavirus,Tocilizumab,0,Tocilizumab,201.5
11,top,remdesivir,Tocilizumab,0,Tocilizumab,201.5
11,top,tocilizumab prix,Tocilizumab,0,Tocilizumab,201.5
11,top,roactemra,Tocilizumab,0,Tocilizumab,201.5
10,top,le tocilizumab,Tocilizumab,0,Tocilizumab,201.5
8,top,tocilizumab price,Tocilizumab,0,Tocilizumab,201.5
8,top,tocilizumab scheda tecnica,Tocilizumab,0,Tocilizumab,201.5
7,top,tocilizumab cena,Tocilizumab,0,Tocilizumab,201.5
7,top,tocilizumab costo,Tocilizumab,0,Tocilizumab,201.5
6,top,tocilizumab que es,Tocilizumab,0,Tocilizumab,201.5
5,top,tocilizumab india,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,tocilizumab coronavirus,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,tocilizumab covid,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,farmaco tocilizumab,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,tocilizumab covid 19,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,actemra tocilizumab,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,tocilizumab indicazioni,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,tocilizumab prezzo,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,tocilizumab corona,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,tocilizumab medicament,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,tocilizumab roche,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,roche,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,artrite reumatoide,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,tocilizumab precio,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,farmaco coronavirus,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,remdesivir,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,tocilizumab prix,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,le tocilizumab,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,tocilizumab price,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,tocilizumab scheda tecnica,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,tocilizumab cena,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,tocilizumab costo,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,tocilizumab que es,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,plaquenil,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,ascierto,Tocilizumab,0,Tocilizumab,201.5
Breakout,rising,ansa,Tocilizumab,0,Tocilizumab,201.5
100,top,empagliflozin,Dapagliflozin,0,Dapagliflozin,131
74,top,dapagliflozin 10 mg,Dapagliflozin,0,Dapagliflozin,131
61,top,forxiga,Dapagliflozin,0,Dapagliflozin,131
61,top,dapagliflozin tablets,Dapagliflozin,0,Dapagliflozin,131
52,top,dapagliflozin dose,Dapagliflozin,0,Dapagliflozin,131
48,top,sitagliptin,Dapagliflozin,0,Dapagliflozin,131
39,top,dapagliflozin propanediol,Dapagliflozin,0,Dapagliflozin,131
26,top,xigduo,Dapagliflozin,0,Dapagliflozin,131
18,top,dapagliflozin in patients with heart failure and reduced ejection fraction,Dapagliflozin,0,Dapagliflozin,131
17,top,dapagliflozin weight loss,Dapagliflozin,0,Dapagliflozin,131
Breakout,rising,dapagliflozin weight loss,Dapagliflozin,0,Dapagliflozin,131
+130%,rising,dapagliflozin propanediol,Dapagliflozin,0,Dapagliflozin,131
+60%,rising,sitagliptin,Dapagliflozin,0,Dapagliflozin,131
100,top,interferon alfa,Interferon,0,Interferón,1790.5
97,top,interferon 2b,Interferon,0,Interferón,1790.5
73,top,interferon alfa 2b,Interferon,0,Interferón,1790.5
42,top,interferon alpha,Interferon,0,Interferón,1790.5
41,top,interferon coronavirus,Interferon,0,Interferón,1790.5
31,top,interferon para que sirve,Interferon,0,Interferón,1790.5
26,top,interferon beta,Interferon,0,Interferón,1790.5
20,top,interferon alpha 2b,Interferon,0,Interferón,1790.5
19,top,interferon que es,Interferon,0,Interferón,1790.5
18,top,cuba interferon,Interferon,0,Interferón,1790.5
18,top,interferon natural,Interferon,0,Interferón,1790.5
16,top,cuba,Interferon,0,Interferón,1790.5
14,top,gamma interferon,Interferon,0,Interferón,1790.5
14,top,interferon covid,Interferon,0,Interferón,1790.5
13,top,interferon 2b coronavirus,Interferon,0,Interferón,1790.5
11,top,que es el interferon,Interferon,0,Interferón,1790.5
11,top,interferon b2,Interferon,0,Interferón,1790.5
11,top,interferon precio,Interferon,0,Interferón,1790.5
10,top,interferon alfa 2b coronavirus,Interferon,0,Interferón,1790.5
10,top,interferon alfa b2,Interferon,0,Interferón,1790.5
7,top,cuba coronavirus,Interferon,0,Interferón,1790.5
7,top,interferon que contiene,Interferon,0,Interferón,1790.5
7,top,para que sirve el interferon,Interferon,0,Interferón,1790.5
7,top,what is interferon,Interferon,0,Interferón,1790.5
6,top,interferon covid 19,Interferon,0,Interferón,1790.5
Breakout,rising,interferon coronavirus,Interferon,0,Interferón,1790.5
Breakout,rising,interferon covid,Interferon,0,Interferón,1790.5
Breakout,rising,interferon 2b coronavirus,Interferon,0,Interferón,1790.5
Breakout,rising,interferon b2,Interferon,0,Interferón,1790.5
Breakout,rising,interferon alfa 2b coronavirus,Interferon,0,Interferón,1790.5
Breakout,rising,interferon alfa b2,Interferon,0,Interferón,1790.5
Breakout,rising,cuba coronavirus,Interferon,0,Interferón,1790.5
Breakout,rising,interferon que contiene,Interferon,0,Interferón,1790.5
Breakout,rising,interferon covid 19,Interferon,0,Interferón,1790.5
Breakout,rising,que alimentos contienen interferon,Interferon,0,Interferón,1790.5
Breakout,rising,te verde interferon,Interferon,0,Interferón,1790.5
Breakout,rising,interferon alpha 2,Interferon,0,Interferón,1790.5
Breakout,rising,interferon en alimentos,Interferon,0,Interferón,1790.5
Breakout,rising,interferon alfa 2b precio,Interferon,0,Interferón,1790.5
Breakout,rising,interferon alfa 2b que es,Interferon,0,Interferón,1790.5
Breakout,rising,interferon alfa 2b para que sirve,Interferon,0,Interferón,1790.5
Breakout,rising,interferon y coronavirus,Interferon,0,Interferón,1790.5
Breakout,rising,interferon alpha 2 b,Interferon,0,Interferón,1790.5
Breakout,rising,interferon cubano,Interferon,0,Interferón,1790.5
Breakout,rising,interferon natural alimentos,Interferon,0,Interferón,1790.5
Breakout,rising,alimentos con interferon,Interferon,0,Interferón,1790.5
Breakout,rising,interferon a 2b,Interferon,0,Interferón,1790.5
Breakout,rising,cuba interferon alpha 2b,Interferon,0,Interferón,1790.5
Breakout,rising,diente de leon,Interferon,0,Interferón,1790.5
Breakout,rising,que contiene el interferon,Interferon,0,Interferón,1790.5
100,top,interferÃ³n alfa,Interferón,0,Interferón,1790.5
95,top,interferÃ³n 2b,Interferón,0,Interferón,1790.5
85,top,interferÃ³n alfa 2b,Interferón,0,Interferón,1790.5
66,top,interferon,Interferón,0,Interferón,1790.5
37,top,que es el interferÃ³n,Interferón,0,Interferón,1790.5
30,top,quÃ© es interferÃ³n,Interferón,0,Interferón,1790.5
22,top,interferon para que sirve,Interferón,0,Interferón,1790.5
18,top,quÃ© es el interferÃ³n,Interferón,0,Interferón,1790.5
18,top,interferÃ³n donde lo consigo,Interferón,0,Interferón,1790.5
17,top,que es el interferÃ³n y para que sirve,Interferón,0,Interferón,1790.5
16,top,interferon alfa 2b,Interferón,0,Interferón,1790.5
12,top,que es el interferÃ³n alfa 2b,Interferón,0,Interferón,1790.5
12,top,para quÃ© sirve el interferÃ³n,Interferón,0,Interferón,1790.5
6,top,interferon beta,Interferón,0,Interferón,1790.5
6,top,interferÃ³n alfa-2b,Interferón,0,Interferón,1790.5
Breakout,rising,interferÃ³n 2b,Interferón,0,Interferón,1790.5
Breakout,rising,interferÃ³n alfa 2b,Interferón,0,Interferón,1790.5
Breakout,rising,interferon para que sirve,Interferón,0,Interferón,1790.5
Breakout,rising,quÃ© es el interferÃ³n,Interferón,0,Interferón,1790.5
Breakout,rising,interferÃ³n donde lo consigo,Interferón,0,Interferón,1790.5
Breakout,rising,que es el interferÃ³n y para que sirve,Interferón,0,Interferón,1790.5
Breakout,rising,interferon alfa 2b,Interferón,0,Interferón,1790.5
Breakout,rising,que es el interferÃ³n alfa 2b,Interferón,0,Interferón,1790.5
Breakout,rising,para quÃ© sirve el interferÃ³n,Interferón,0,Interferón,1790.5
Breakout,rising,interferon beta,Interferón,0,Interferón,1790.5
Breakout,rising,interferÃ³n alfa-2b,Interferón,0,Interferón,1790.5
+70%,rising,interferÃ³n alfa,Interferón,0,Interferón,1790.5
100,top,lopinavir,Lopinavir/ritonavir,0,Lopinavir OR Ritonavir,540.5
100,top,lopinavir/ritonavir coronavirus,Lopinavir/ritonavir,0,Lopinavir OR Ritonavir,540.5
87,top,remdesivir,Lopinavir/ritonavir,0,Lopinavir OR Ritonavir,540.5
Breakout,rising,lopinavir/ritonavir coronavirus,Lopinavir/ritonavir,0,Lopinavir OR Ritonavir,540.5
Breakout,rising,remdesivir,Lopinavir/ritonavir,0,Lopinavir OR Ritonavir,540.5
100,top,ritonavir lopinavir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
90,top,lopinavir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
33,top,lopinavir and ritonavir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
30,top,ritonavir coronavirus,Ritonavir,0,Lopinavir OR Ritonavir,540.5
11,top,remdesivir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
10,top,kaletra,Ritonavir,0,Lopinavir OR Ritonavir,540.5
9,top,ritonavir y lopinavir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
7,top,oseltamivir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
7,top,chloroquine,Ritonavir,0,Lopinavir OR Ritonavir,540.5
6,top,lopinavir ritonavir tablets,Ritonavir,0,Lopinavir OR Ritonavir,540.5
6,top,darunavir ritonavir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
5,top,lopinavir e ritonavir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
4,top,darunavir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
4,top,lopinavir and ritonavir tablets,Ritonavir,0,Lopinavir OR Ritonavir,540.5
4,top,ritonavir uses,Ritonavir,0,Lopinavir OR Ritonavir,540.5
4,top,lopinavir ritonavir precio,Ritonavir,0,Lopinavir OR Ritonavir,540.5
3,top,lopinavir/ritonavir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
3,top,atazanavir ritonavir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
3,top,favipiravir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
2,top,hidroxicloroquina,Ritonavir,0,Lopinavir OR Ritonavir,540.5
2,top,interferon,Ritonavir,0,Lopinavir OR Ritonavir,540.5
2,top,ritonavir tablet,Ritonavir,0,Lopinavir OR Ritonavir,540.5
2,top,ritonavir prix,Ritonavir,0,Lopinavir OR Ritonavir,540.5
2,top,lopinavir and ritonavir manufacturer in india,Ritonavir,0,Lopinavir OR Ritonavir,540.5
1,top,ritonavir side effects,Ritonavir,0,Lopinavir OR Ritonavir,540.5
Breakout,rising,ritonavir coronavirus,Ritonavir,0,Lopinavir OR Ritonavir,540.5
Breakout,rising,remdesivir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
Breakout,rising,kaletra,Ritonavir,0,Lopinavir OR Ritonavir,540.5
Breakout,rising,oseltamivir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
Breakout,rising,chloroquine,Ritonavir,0,Lopinavir OR Ritonavir,540.5
Breakout,rising,lopinavir ritonavir tablets,Ritonavir,0,Lopinavir OR Ritonavir,540.5
Breakout,rising,lopinavir e ritonavir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
Breakout,rising,lopinavir and ritonavir tablets,Ritonavir,0,Lopinavir OR Ritonavir,540.5
Breakout,rising,lopinavir ritonavir precio,Ritonavir,0,Lopinavir OR Ritonavir,540.5
Breakout,rising,lopinavir/ritonavir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
Breakout,rising,favipiravir,Ritonavir,0,Lopinavir OR Ritonavir,540.5
Breakout,rising,hidroxicloroquina,Ritonavir,0,Lopinavir OR Ritonavir,540.5
Breakout,rising,interferon,Ritonavir,0,Lopinavir OR Ritonavir,540.5
